USDA Food Name,GI DB Food name,Similarity Score
"Chilaquiles, tortilla casserole with salsa and cheese, no egg",Sundora Dried Mango (125g bag),0.7830961092023367
"Enchilada with beef, no beans",Instant chocolate cake,0.7787161771352041
"Burrito with beef, cheese, and sour cream",Biscuit Chocolate Goed Moment,0.7790421764554801
"Enchilada, no sauce",Chili Con Carne Cooled Meal,0.7797572816279168
Enchilada with beef and beans,"Diasip® (Nutricia Advanced, Medical Nutrition, Dublin, Ireland)",0.7765408638110762
"Enchilada with meat and beans, red-chile or enchilada sauce",Curds Spread With Sweet Capsicum,0.7717693890975444
"Enchilada with meat and beans, green-chile or enchilada sauce",Pakora/bhajia. spinach. fried in vegetable oil,0.7774166870936049
"Enchilada with meat, red-chile or enchilada sauce","Sauce, unspecified",0.7841699340446376
"Enchilada with meat, green-chile or enchilada sauce",Fish cakes. fried in sunflower oil,0.7739346073109739
"Enchilada with ham and cheese, no beans","Bilberry (Vaccinium myrtillus) drink, ProVita®, fermented with Lactobacillus plantarum 299v, containing 10% bilberry and 5% oatmeal (Skanemejerier, Malmo, Sweden)",0.7704160532097344
"Enchilada with chicken, tomato-based sauce","Karicare from Birth Infant formula, containing 83% lactose, 17% maltodextrins (Nutricia Australia Pty Ltd) (40.8 g powder + 271.7 g water)",0.7754263538281431
"Enchilada with chicken and beans, tomato-based sauce",Muller candy corner; mississippi mud pie,0.7740519853139629
"Enchilada with chicken and beans, red-chile or enchilada sauce",Sainsbury's Swedish Meatballs,0.7766659904361329
"Enchilada with chicken and beans, green-chile or enchilada sauce",After eights,0.7777436169180147
"Enchilada with chicken, red-chile or enchilada sauce","Avocado, raw",0.7750234781303637
"Enchilada with chicken, green-chile or enchilada sauce","Dates, Khudri cultivar, Tamer stage Saudi",0.7782704147398921
"Enchilada with beans, meatless","Rice, white Adan",0.7771748576243064
"Enchilada with beans, meatless, red-chile or enchilada sauce","Juice Plus+® Complete meal replacement powder, Dutch chocolate flavor",0.7817558366182261
"Enchilada with beans, green-chile or enchilada sauce",Wheat bread,0.7784374615973084
"Enchilada, just cheese, meatless, no beans, red-chile or enchilada sauce","Turey, fillet",0.7759161070017522
"Enchilada, just cheese, meatless, no beans, green-chile or enchilada sauce","Yam (Dioscorea spp.), boiled, consumed with 4.24 g salt",0.7749079707728199
"Enchilada with seafood, tomato-based sauce",potato casserol,0.7749248088558591
"Flauta, NFS",Kelloggs Cornflakes,0.7804924748615842
Flauta with beef,Eggs. chicken. scrambled. with milk,0.7730754571335259
Flauta with chicken,"Apple, pineapple and passionfruit juice, unsweetened (The Wild About Fruit Company, Australia)",0.7814009369573369
"Taco or tostada with beef, cheese and lettuce",Curds Spread With Sweet Capsicum,0.773789868493904
"Taco or tostada with beef, lettuce, tomato and salsa",milkchocolate-mokka,0.7785869893061926
Taco or tostada with meat,LF custard cream biscuits (Asda),0.7750447348392173
"Taco or tostada with meat, from fast food",creamed vegetable soup; instant (Tesco),0.7793121064890558
Taco or tostada with meat and sour cream,Fennel seed,0.7717201755988077
Soft taco with meat,"Banana, NS",0.773969922627435
"Soft taco with meat, from fast food",Tvar�ky . Olomouc Cheese,0.77076012855841
Soft taco with meat and sour cream,cherry nectar,0.7794685896146497
"Soft taco with meat and sour cream, from fast food",fishmac,0.7711297752845876
"Soft taco with beef, cheese, and lettuce",Vermicelli. raw,0.7740608939534535
Soft taco with chicken,"Jasmine rice, Jazzmen, cooked in rice cooker (Jazzmen Rice, Inc., USA) 11",0.7779988418725546
"Soft taco with chicken, from fast food","Baked Beans in Sweet Chilli sauce (HJ Heinz, Australia)",0.7752847899485589
Soft taco with chicken and sour cream,Vegetable pate,0.7798558184747176
"Taco or tostada with chicken or turkey, lettuce, tomato and salsa",Cream. sterilised. canned,0.7765945035602928
Taco or tostada with chicken,Go Ahead Hazlenut & Pistachio Bar (35g),0.7838635726568433
Taco or tostada with chicken and sour cream,Peanutbutter Sauce,0.7793668969355267
"Soft taco with beef, cheese, lettuce, tomato and salsa",Peaches. canned in juice,0.7765963712079808
Taco or tostada with fish,Muesli Farmhouse  Kellogg'S,0.7799975860087753
Soft taco with fish,Doritos corn chips (Walkers),0.7727847389399881
"Soft taco with bean, cheese, and lettuce",Greek Pita For Souvlaki,0.7837498941127239
Soft taco with beans,Cinnamon powder,0.7723995147609818
Soft taco with beans and sour cream,"Cocoavia™ Crispy Chocolate bar (M&M/Mars, USA)",0.7729451115670767
Soft taco with meat and beans,Cornmeal porridge,0.7783189805376598
Soft taco with chicken and beans,Dressing mix w/garlic,0.7765540706158333
"Soft taco with meat, beans, and sour cream",buttersauce,0.7804361979980581
"Soft taco with chicken, beans, and sour cream","Chapatti, amaranth-wheat (25:75) composite flour, served with bottle gourd and tomato curry",0.7761305772111393
"Taco or tostada with beans, meatless, with lettuce, tomato and salsa","sugar, sucrose",0.7800894276826174
Taco or tostada with beans,Beer - Average,0.7802202862885512
Taco or tostada with beans and sour cream,"Moolgiri white rice (Tajmahal Agro Industries, India)",0.7790370896310114
Taco or tostada with meat and beans,Curds Spread With Sweet Capsicum,0.7774225675681495
"Taco or tostada with meat and beans, from fast food",Cod in butter sauce; frozen,0.7809530547227567
Taco or tostada with chicken and beans,Crumpets. toasted,0.7762266651086526
Soft taco with egg and potato,red wine medium dry,0.7867188784051915
"Taco or tostada with meat, beans, and sour cream",Flaxseeds,0.7770119205844783
"Taco or tostada with chicken, beans, and sour cream","Strawberry processed fruit bar, Real Fruit (Uncle Toby's, Australia)",0.7805152366620995
Ground beef with tomato sauce and taco seasonings on a cornbread crust,noodle salad with mixed vegetables and mayo,0.7766157709484512
"Mexican casserole made with ground beef, beans, tomato sauce, cheese, taco seasonings, and corn chips","Mocaf-black rice flakes, made with jack bean flour, steamed and baked",0.7765526006586734
Frito pie,Pork and apple casserole,0.7817424441893661
"Taco or tostada salad with beef and cheese, corn chips",Salad Dressing Naturel Without Oil,0.7726522291090282
Taco or tostada salad with meat,"Lentil, Imigreen, washed, brought to boil in water (1:2.5 seed:water ratio) at 500°C (~11 min), once boiling was achieved temperature reduced to 280°C and continued to boil until soft (Saskatchewan Pulse Growers, Canada)",0.7681238430395668
Taco or tostada salad with chicken,Curds Spread With Sweet Capsicum,0.7827125226019973
"Taco or tostada salad, meatless","Kibbled wheat bread, Lawson’s Settlers Grain (Goodman Fielder, Australia)",0.7731342869383286
Taco or tostada salad with meat and sour cream,"Yoghurt, probiotic, prune",0.782359393964658
Taco or tostada salad with chicken and sour cream,spaghetti with cheese,0.7693104098590239
"Taco or tostada salad, meatless with sour cream",Carrot deep-frozen cooked,0.7759964283450893
~Tamale with meat and/or poultry~,Curds Spread With Sweet Capsicum,0.7812913010237054
"Tamale, beef","Fried vermicelli (Swayweih/Ballaleet), cooked with sugar, served with Omani coffee (130 mL, 225 mg caffeine)",0.7752182839188342
"Tamale, chicken","Kinder Maxi king (Milk cream bar, sponge cake-filled, coated with chocolate and hazelnut crumbs, fresh) (Kinder, Ferrero, Italy)",0.7746971607636828
"Tamale, plain, meatless, no sauce, Puerto Rican style or Carribean Style",Chips. fine cut. frozen. fried in blended oil,0.7711649778143819
"Tamale, meatless, with sauce, Puerto Rican or Caribbean style",double decker,0.7804303000122341
"Tamale, no meat","Whole wheat Goldies™ (Kellogg's, Australia)",0.7759546835605865
Tamale casserole with meat,"SuperJuice Kickstart, containing apple juice, blueberry puree and banana puree",0.7733330559327991
"Nachos with beef, beans, cheese, and sour cream",Plums. average. stewed with sugar. weighed with stones,0.7792985632121512
Nachos with cheese and sour cream,Rice. long grain. polished. raw,0.7757436404698289
"Nachos with cheese, meatless, no beans",Onion rings,0.7765200261212226
"Nachos with beans, no cheese","Hokkien noodles (Fantastic Fresh, Australia)",0.7707223037170097
"Nachos, cheese only","Sweet potato (Ipomoea batatas), Dor cultivar, peeled, cut into 25 mm slices, boiled in water for 20 min",0.7770176252614189
"Nachos, beef or pork",Peanutbutter Sauce,0.7827776213483557
Nachos with beef and cheese,"Vermicelli, made from sweet potato starch, boiled in water South",0.7714764867192601
"Nachos, chicken",rolls whole-meal,0.7826418210332529
Nachos with chili,"Nutella®, chocolate hazelnut spread (Ferrero Australia, Milson's Point, NSW, Australia)",0.775655505927304
"Nachos with meat, cheese, and sour cream","Fried vermicelli (Swayweih/Ballaleet), cooked with sugar, served with Omani coffee (130 mL, 225 mg caffeine)",0.7823874107521518
"Nachos with chicken, cheese, and sour cream",brazil nut,0.7775690087867932
Nachos with chicken or turkey and cheese,"Wholemeal Country Grain bread, Bakers Delight™ (Bakers Delight Holdings, Australia)",0.774436684882617
"Gordita, with beans",Pork tongue aspic,0.7790309363278312
"Gordita, sope, or chalupa with beans and sour cream",Cabbage. chinese. pak-choi. raw,0.7787769063763541
"Gordita, sope, or chalupa with meat and sour cream","Wheat, whole kernels, pressure cooked (15 psi) 30 min in 2 L water",0.7893467702774011
"Gordita, meat",White bread (10% of white bread flour was substituted by resistant starch from tapioca) 11,0.7811517665571779
"Chalupa with beans, chicken, cheese, lettuce and tomato","Oat-Bits, Apple",0.7740490506460866
"Gordita, sope, or chalupa with chicken and sour cream",Wholemeal high-fiber barley flour porridge (50% barley flour: 50% high-fiber barley flour)28,0.7737406383161549
"Gordita, sope, or chalupa with chicken","KitKat (Nestlè, Italy)",0.7813154659813077
Chimichanga with beef and tomato,Hundreds and thousands,0.7731904803479439
"Chimichanga, NFS",Cheese Roquefort,0.7782803969581289
"Chimichanga, meat",noodle salad with mixed vegetables and mayo,0.7771149732464548
"Chimichanga with beef, cheese, lettuce and tomato",Almond Paste With Egg,0.777697338895624
"Chimichanga, with beans",Beer alcohol free,0.772852640893837
"Chimichanga, chicken","Kiwi fruit, raw",0.7780881815934397
Chimichanga with meat and sour cream,Curds Spread With Sweet Capsicum,0.7780267729145365
Chimichanga with chicken and sour cream,"Bran Chex™ (Nabisco Brands Ltd., Toronto, Canada) 29 Canada",0.779556747589556
Chimichanga with beef and rice,Terrys Chocolate Orange,0.7800393771663542
"Quesadilla, cheese only",fruit mix raw,0.7739252930916363
"Quesadilla, just cheese, from fast food","Oat bran flour (Natureal® GI-flour, Finn Cereal, Vantaa, Finland), consumed mixed with cold water",0.7770880774339296
"Quesadilla, beef or pork","Probiotic drink, original",0.7747312370499732
"Quesadilla, chicken","French bread loaf, fermented with leaven",0.7797812038544671
"Quesadilla with chicken, from fast food",Tesco own milk chocolate digestive bars,0.7790740337607608
"Quesadilla, with vegetables",tagliatelle carbonara,0.7761387921542757
"Quesadilla, beef or pork, with vegetables",Jam tarts,0.7745411033804085
"Quesadilla, chicken, with vegetables",Cooking Fat Solid 97% Fat >17 G Sat,0.7738836653851636
"Taquito, cheese only",Chicken & Vegetable Big Soup (Heinz),0.7735997695025495
~Taquitoes~,Lemon. raw,0.7754230988730552
Taquito or flauta with meat,hoi sin sauce (Uncle Bens),0.779169167028506
"Taquito, beef or pork","Roti (unleavened flatbread), whole wheat flour",0.778320996717731
Taquito or flauta with chicken,Coconut Desiccated,0.7751059563025919
"Taquito, chicken",Herb And Vegetable Mix Sechet,0.7752260764580222
"Taquito, egg","KitKat (Nestlè, Italy)",0.7779366473624161
Taquito or flauta with egg and breakfast meat,"Meat and okra soup, with fermented cassava dough",0.7846565526721516
"Fajita, chicken",Lemon peel. raw,0.780054203007897
"Fajita, beef or pork","Porridge made from pearl barley (15.6 g fiber/100 g) (Waitrose Limited, Bracknell, UK)",0.7802870618013422
"Fajita, vegetable","Avocado, raw",0.783248314428562
"Pupusa, cheese only",Natures Path Heritage Cereal,0.780231113834505
"Pupusa, with beans",Cabbage. chinese. pak-choi. raw,0.7745984321758161
"Pupusa, meat",Chickory. raddichio. raw,0.7795054597736083
"Pizza, cheese, from frozen, thin crust",gingerbread (nuremburg),0.7856545476141421
"Pizza, cheese, from frozen, thick crust",Microwave chips. cooked,0.7759328019175604
"Pizza, cheese, from restaurant or fast food, NS as to type of crust",Better Choice Wholegrain (LU Denmark),0.7718450092304026
"Pizza, cheese, from restaurant or fast food, thin crust",roll with raisins,0.7799996484290291
"Pizza, cheese, from restaurant or fast food, medium crust",Sprouted kamut bread,0.781750004497837
"Pizza, cheese, from restaurant or fast food, thick crust",Terrys Chocolate Orange,0.7796314888792634
"Pizza, cheese, stuffed crust",Herring. breaded. fried. in vinegar with sugar,0.7761338047523503
"Pizza, cheese, from school lunch, medium crust",Cranberry. raw,0.7798103464206858
"Pizza, cheese, from school lunch, thin crust",Flaxseeds,0.7763699058578161
"Pizza, cheese, from school lunch, thick crust",Vermouth. sweet,0.779248226679846
"Pizza, extra cheese, NS as to type of crust",Milk shake powder. made up with whole milk,0.7671141025401578
"Pizza, extra cheese, thin crust","Dates, Fara'd variety (Al Saad date factory, Al Ain, UAE)",0.7786494879044258
"Pizza, extra cheese, regular crust",After eights,0.780047855011063
"Pizza, extra cheese, thick crust",Bread Brown Wholemeal Fine,0.7788070690199292
"Pizza, cheese, with vegetables, from frozen, thin crust",Flaxseeds,0.7779181272696325
"Pizza, cheese with vegetables, from frozen, thick crust",Shortcrust pastry. raw,0.770993461358725
"Pizza, cheese, with vegetables, NS as to type of crust",Cream pastry. average values,0.7801319096335496
"Pizza, cheese, with vegetables, from restaurant or fast food, thin crust",Prince Start Cookies Naturel Lu,0.7792697866240575
"Pizza, cheese, with vegetables, from restaurant or fast food, medium crust","Hot cereal, Sustagrain, apple & cinnamon (Con Agra Inc, USA)",0.7784482711206613
"Pizza, cheese, with vegetables, from restaurant or fast food, thick crust",Cream. fresh. whipping,0.7741116499366096
"Pizza with cheese and extra vegetables, thin crust","Sustagen® Hospital Formula Active, Coffee (Nestlé Health Science, Australia), prepared with water",0.7750750386114698
"Pizza with cheese and extra vegetables, medium crust",Stock cubes. vegetable,0.7708567125405466
"Pizza with cheese and extra vegetables, thick crust","Sweet milky bun, frozen, steamed (AMOY Brand, Amoy Food Ltd., H.K.)",0.7755709192885012
"Pizza, cheese, with fruit, thin crust","Rice malt syrup (Pure Harvest Organic, Australia)",0.7782617204397902
"Pizza, cheese, with fruit, medium crust",poached eggs,0.7788345710091478
"Pizza, cheese, with fruit, thick crust",Salad cream,0.7785898071600247
"Pizza with chicken, thin crust",Cider. sweet,0.7819654453322233
"Pizza with chicken, regular crust","Fried vermicelli (Swayweih/Ballaleet), cooked with sugar, served with Omani coffee (130 mL, 225 mg caffeine)",0.7770938307006672
"Pizza with chicken, thick crust",Toffee apple (portion = 240g),0.7772714001994495
"Pizza with chicken and vegetables, thin crust","Quinoa, retort product, Coles Simply Gluten Free Quinoa Cups, microwaved for 70 sec (Coles Supermarkets, Australia)",0.7765212487179237
"Pizza with chicken and vegetables, regular crust",Flaxseeds,0.7755936760660227
"Pizza with chicken and vegetables, thick crust",Curds Spread With Sweet Capsicum,0.7741737056217302
"Pizza with chicken and fruit, regular crust",Philadelphia,0.7852406196041137
"Pizza with meat, prepared from frozen, thin crust","Milk, NS, tested in young adults (17-18 y) South",0.7781915299271058
"Pizza with meat, prepared from frozen, thick crust",red wine medium dry,0.7742336624781325
"Pizza with meat, NS as to type of crust",Tesco own milk chocolate digestive bars,0.7815079682986108
"Pizza with pepperoni, from frozen, thin crust",Chicken Breast With Vegetables In Creamy Sauce. Stewed,0.7823411561085851
"Pizza with pepperoni, from frozen, medium crust",quark with herbs spiced,0.7813079065396182
"Pizza with pepperoni, from frozen, thick crust","Avocado, raw",0.7871528102232004
"Pizza with meat, thin crust",Spring rolls with chicken,0.7754886547363318
"Pizza with meat, thick crust","Rice milk, low-fat, calcium enriched, Vitasoy® (National Foods Ltd, Australia)",0.7857132053826643
"Pizza with pepperoni, from restaurant or fast food, NS as to type of crust",Breakfastcereal Frosties,0.7797961761699488
"Pizza with pepperoni, from restaurant or fast food, thin crust",Curds Spread With Sweet Capsicum,0.7765490359383884
"Pizza with pepperoni, from restaurant or fast food,  medium crust","barley groats, raw",0.7770026837219344
"Pizza with pepperoni, from restaurant or fast food, thick crust",Cherry Canned Fruit,0.7839891366914666
"Pizza with pepperoni, stuffed crust",Curds Spread With Sweet Capsicum,0.778828032623852
"Pizza with pepperoni, from school lunch, thin crust","bread, rye, with whole kernels",0.7831463473592973
"Pizza, with pepperoni, from school lunch, medium crust",Flaxseeds,0.774577093347316
"Pizza with pepperoni, from school lunch, thick crust",Curds Spread With Sweet Capsicum,0.7758244971595686
"Pizza with meat other than pepperoni, from frozen, thin crust","Porridge, made from Wel Penela (Cardiospermum halicacabum) green leaf extract, coconut milk, and rice Sri",0.7797611738182656
"Pizza with meat other than pepperoni, from frozen, medium crust","Sport beverage based on hydrolyzed starch (high molecular weight carbohydrate), orange flavor (Vitargo, Swecarb AB, Kalmar, Sweden)",0.7757906868436113
"Pizza with meat other than pepperoni, from frozen, thick crust",camembert coated with breadcrumbs (bofrost),0.7757753004294193
"Pizza with meat other than pepperoni, from restaurant or fast food, NS as to type of crust",caramel snack a jacks,0.775322727530897
"Pizza with meat other than pepperoni, from restaurant or fast food, thin crust",Shepherd's pie,0.7767824564711068
"Pizza with meat other than pepperoni, from restaurant or fast food, medium crust",Bourbon biscuits (Pennywise),0.7793947678351847
"Pizza with meat other than pepperoni, from restaurant or fast food, thick crust",Apple jelly,0.7752688392393036
"Pizza, with meat other than pepperoni, stuffed crust","Gum, sugarfree",0.7826604624880924
"Pizza, with meat other than pepperoni, from school lunch, medium crust",Corned beef hash,0.7733752702315081
"Pizza, with meat other than pepperoni, from school lunch, thin crust",dressing. caesar,0.7766743072378933
"Pizza, with meat other than pepperoni, from school lunch, thick crust",Peppers. capsicum. chilli. red. raw,0.7817313691604363
"Pizza with extra meat, NS as to type of crust","Corn tortilla, served with refried mashed pinto beans and tomato sauce",0.7818580225632609
"Pizza with extra meat, thin crust",Chocolate Milk,0.781643522553034
"Pizza with extra meat, medium crust","Sustain™ bar (Kellogg's, Australia)",0.7811433705285714
"Pizza with extra meat, thick crust",potato boats,0.7785647656060346
"Pizza with meat and vegetables, from frozen, thin crust","Apricot & apple fruit strips, gluten-free (Freedom Foods, Australia)",0.7791727209468129
"Pizza with meat and vegetables, from frozen, medium crust","Just Right™ (Kellogg's, Australia)",0.7759185117337115
"Pizza with meat and vegetables, from frozen, thick crust",Milkchocolate with nuts,0.7793896685862048
"Pizza with meat and vegetables, NS as to type of crust",Bananas. weighed with skin,0.7751966052643047
"Pizza with meat and vegetables, from restaurant or fast food, thin crust","Rosehip (Rosa canina) drink, ProVita®, fermented with Lactobacillus plantarum 299v, containing 10% rosehip and 5% oatmeal",0.7841993682432258
"Pizza with meat and vegetables, from restaurant or fast food, medium crust",Beet Refined Sugar,0.7785621320154466
"Pizza with meat and vegetables, from restaurant or fast food, thick crust",Mushrooms. shiitake. cooked,0.7804529499054687
"Pizza with extra meat and extra vegetables, prepared from frozen, thin crust","Fried vermicelli (Swayweih/Ballaleet), cooked with sugar, served with Omani coffee (130 mL, 225 mg caffeine)",0.7736385354564457
"Pizza with extra meat and extra vegetables, prepared from frozen, thick crust","Pura™ Skimmer milk (National Foods Ltd, Australia)",0.7765405130649855
"Pizza with extra meat and extra vegetables, NS as to type of crust",Red cabbage fresh,0.7788038567902238
"Pizza with extra meat and extra vegetables, thin crust",99% FF Cous Cous With Chargrill Veg (Marks & Spencer),0.7774778551317745
"Pizza with extra meat and extra vegetables, thick crust",Curds Spread With Sweet Capsicum,0.7775927051141376
"Pizza with extra meat and extra vegetables, medium crust","Granola Clusters, Raisin & Almond, low fat, President’s Choice® Blue Menu™ Loblaw Brands Limited, Canada) Canada",0.7792162790497029
"Pizza with meat and fruit, NS as to type of crust","buckwheat groats, raw",0.783687578649116
"Pizza with meat and fruit, thin crust",Tesco Toffee Temptation Cake,0.7813503645896915
"Pizza with meat and fruit, medium crust","Idli, brown, made with parboiled rice and black gram (Phaseolus mungo) dhal, served with sambar",0.7743087793240748
"Pizza with meat and fruit, thick crust","Banana, oat and honey muffin",0.7822765817434199
"Pizza with meat and vegetables, prepared from frozen, lowfat, thin crust",pancakes,0.7843092479077043
"Pizza with beans and vegetables, thin crust",Bread Loaf,0.7793742409095257
"Pizza with beans and vegetables, thick crust",Inslow™ (Abbott Nutrition International -Japan),0.771520890054962
"Pizza with seafood, thin crust","Parboiled rice (Uncle Ben's Converted rice, Effem Foods Ltd., Rexdale, Ontario, Canada)",0.7791850473522228
"Pizza with seafood, regular crust","Peach, raw",0.781690760131013
"Pizza with seafood, thick crust",Chocolate Nut Spread,0.7803134361167837
"Pizza, no cheese, NS as to type of crust",Gherkins Pickled,0.7749152968466538
"Pizza, no cheese, thin crust","Mung bean, pressure cooked",0.7789591024700748
"Pizza, no cheese, regular crust",gingerbread (nuremburg),0.77711934568284
"Pizza, no cheese, thick crust","Yoghurt, Jalna Premium Creamy Vanilla (Jalna Dairy Foods, Australia)",0.7787483168157846
"White pizza, cheese, thin crust","Avocado, raw",0.7771840867213139
"White pizza, NS as to type of crust",Plums. average. stewed with sugar. weighed with stones,0.7766745085163856
"White pizza, cheese, with vegetables, thin crust",pizza speciale (dr. oetker),0.7741385720052313
"White pizza, thin crust","Omega bar, containing linseeds, sunflower kernels and nuts, gluten-free (Freedom Foods, Australia)",0.7751804339021799
"White pizza, cheese, with meat, thin crust","Fruity-Bix™ bar, wild berry, wheat biscuit cereal and dried fruit covered with yoghurt coating (Sanitarium, Australia)",0.7803506154185608
"White pizza, cheese, with meat, thick crust",Mustard. brown. ready made,0.772024945318931
"White pizza, regular crust",filet of fish fried,0.772836455051156
"White pizza, thick crust",Pizza base. raw,0.774851821152351
"White pizza, cheese, with meat and vegetables, thin crust",Coriander leaves. dried,0.7739152142223993
"Calzone, with cheese, meatless","Avocado, raw",0.7716471329201917
"Calzone, with meat and cheese",Apple & Blackcurrant squash - concentrate (Robinsons),0.7772540229751763
Pizza rolls,"Sweet corn, boiled in water with 2 g salt",0.780505634095847
"Italian pie, meatless",Barley Grains,0.772677729350533
"Pizza, cheese, whole wheat thin crust",Minced/skinned tomatoes,0.7837412434871424
"Pizza, cheese, whole wheat thick crust","Bangladeshi rice variety BR16, white, long-grain (27% amylose), boiled in salted water for 17.5 min",0.77433925034876
"Pizza, with meat, whole wheat thin crust","Muesli, fruit and nut",0.7733499977687379
"Pizza, with meat, whole wheat thick crust",Poppy Seeds,0.777284676878162
"Pizza, cheese and vegetables, whole wheat thin crust","Baked Beans in Tomato sauce, canned, reheated in microwave for 1.5 min (HJ Heinz, Australia)",0.7769124238492652
"Pizza, cheese and vegetables, whole wheat thick crust",Alfalfa seeds,0.7803646138812058
"Pizza, cheese, gluten-free thin crust",Malted wholewheat cereal,0.7758349900902057
"Pizza, with meat, gluten-free thin crust","Muesli breakfast bar, gluten-free (Freedom Foods, Australia)",0.7862628479883986
"Pizza, with meat, gluten-free thick crust",Chocolate Bonbons With Coffee Filling,0.7798119440647853
"Pizza, cheese and vegetables, gluten-free thin crust",Tesco Finest Scottish R/Berry Yoghurt,0.7768295951251547
"Pizza, cheese and vegetables, gluten-free thick crust","Manuka honey, PORD3-11 (Central North Island, NZ) New",0.7815624466987099
Breakfast pizza with egg,Soup Legumes Basis Dried Packet Rts,0.7730225225304389
"Egg roll, meatless","Wholemeal bread (wholemeal wheat flour, water, yeast, salt, and 40% sourdough), baked at 200°C for 40 min13",0.7779171896742141
"Egg roll, with shrimp","Yoghurt, oranges",0.7719812475901902
"Egg roll, with beef and/or pork",Chicken curry. with bone,0.7748428223138497
"Egg roll, with chicken or turkey",Stewed potatoes with meat and vegetables,0.7801560764847797
"Roll with meat and/or shrimp, vegetables and rice paper, not fried",Turkish delight. without nuts,0.7775361294198659
"Wonton, dumpling or pot sticker, fried","Noodles, fine, made from wheat flour, boiled in water and served with 160 mL anchovy broth South",0.7817180466031959
"Wonton, dumpling or pot sticker, fried, no meat",Liqueurs. high strength,0.7857350510059979
"Wonton, fried, filled with meat, poultry, or seafood, and vegetable",Curds Spread With Sweet Capsicum,0.7749774718148585
"Puffs, fried, crab meat and cream cheese filled",Cheese. hard. Emmentaler. 45 % fidm.,0.7739824143599114
"Dim sum, meat filled (egg roll-type)",Curds Spread With Sweet Capsicum,0.7805816945967745
"Wonton, dumpling or pot sticker, steamed",goose liver pastry,0.7715170851890405
"~Dumpling, fried, pork~",Chicken. flesh and skin. deepfried,0.7748229291182469
"Tamale casserole, Puerto Rican style","Kidney beans, canned (Lancia-Bravo Foods Ltd., Canada)",0.7800698801589872
"Taco with crab meat, Puerto Rican style",Macaroni. raw,0.779179117025721
"Meat turnover, Puerto Rican style",Curds Spread With Sweet Capsicum,0.7875792434580837
"Empanada, no meat",white cabbage stew with meat,0.7768970349485504
"Empanada, beef, with vegetables","bean sprouts, raw",0.7646736991386187
"Empanada, chicken, with vegetables",Ginsters chicken & mozzarella bake,0.7765292694609268
"Meat pie, Puerto Rican style",Honet Nut Bran Flakes,0.7789181094564477
"Cheese turnover, Puerto Rican style",Sprouted kamut bread,0.7828621981056838
"Cornmeal fritter, Puerto Rican style",Fennel seed,0.7798650652307988
"Kibby, Puerto Rican style","Sustain™ bar (Kellogg's, Australia)",0.7817553409781102
Bacalaitos fritos,Hanburger Raw,0.7767666221844975
"Hayacas, Puerto Rican style","Udon noodles, instant, with sauce and fried bean curd (Nishin Shokuhin, Japan) 16",0.7750502727556129
"Cornmeal coconut dessert, Puerto Rican style",Poultry Salami,0.7786530459988107
"Crepe, with meat",Veal Soup With Egg Lemon Sauce,0.7844190612532953
"Crepe, filled with meat, poultry, or seafood, no sauce","Chapati, flatbread with 10% fenugreek",0.7737863767650779
"Dumpling, meat-filled","Yoghurt, probiotic, prune",0.7750038194867357
Pierogi,"Vogel’s Cluster Crunch Classic (Specialty Cereals, Australia)",0.7797537937646517
"Dumpling, vegetable",Red Bull (drink),0.7734259796778975
"Gnocchi, cheese",Pork. sausage. vienna/frankfurter type. canned,0.7768882217948339
"Gnocchi, potato",Acacia honey (provided by German beekeeper association),0.7793050377380458
"Knish, potato","Wholemeal bread, long whole meal (50% whole meal wheat, 50% white wheat, Baker’s yeast (13% net flour weight), 20 min rising time, 30 min proving time, 220°C baking temperature, 30 min baking time13 New",0.7816207523711712
Knish,"Rice cracker, plain (Sakada, Japan)",0.779563175590851
"Knish, meat",Green+Blacks milk chocolate + almonds 100g,0.7765874909313133
Bao bun,"Raspberry 100% Pure Fruit spread, no added sugar (Freedom Foods, Australia)",0.7743233433244175
"Bao bun, no meat","Yam, steamed",0.7761316261537423
"Pastry, cheese-filled",hoi sin sauce (Uncle Bens),0.7783548947651081
"Pastry, egg and cheese filled",yoghurt 3.5%,0.7730743288112825
"Pastry, meat / poultry-filled","Orange jam, organic bitter orange, with apple juice (Fiordifrutta arance amare, Rigoni di Asiago, Italy)",0.7799900167292502
Spanakopita,"Sponge cake, soft wheat flour, filled with chocolate cream (Kinder Pan e Cioc Cacao, Kinder, Ferrero, Italy)",0.7777843429559085
Samosa,Cheese Roquefort,0.7865249648585599
"Quiche with meat, poultry or fish",Juice Apple,0.7864586905418396
"Spinach quiche, meatless",Sainsbury's Tuna & Sweetcorn Pasta (Cooked),0.7827304317640031
"Cheese quiche, meatless","Banana, over-ripe (yellow flecked with brown)",0.7787640752195292
Turnover filled with ground beef and cabbage,"Sustagen® Instant Pudding, vanilla, made from powdered mix (Mead Johnson, Australia), prepared with water",0.7858262193819423
"Turnover, meat-filled, no gravy","Spaghetti n°12 (De Cecco, Italy)",0.7754742660361608
"Turnover or hot pocket, ham",Healthy Balance cereal (Sainsbury's),0.7705244341503076
"Turnover, meat- and bean-filled, no gravy",Oatmeal. raw,0.7771169360865987
"Turnover or hot pocket, pizza pocket, meat",Tesco own milk chocolate digestive bars,0.7730662570038966
"Turnover or hot pocket, pizza pocket",Salmon & cucumber  sainsbury's BGTY,0.7719503116669605
